event_id,timestamp,date,category,channel,user_id,amount
e0000110,2024-01-01T02:56:53,2024-01-01,purchase,partner,u0186,40.3
e0000559,2024-01-01T03:00:04,2024-01-01,support_ticket,web,u0328,0.0
e0000412,2024-01-01T03:01:00,2024-01-01,support_ticket,mobile,u0076,0.0
e0000204,2024-01-01T03:03:28,2024-01-01,purchase,partner,u0375,39.86
e0000366,2024-01-01T03:04:26,2024-01-01,purchase,web,u0021,38.12
e0000321,2024-01-01T03:06:06,2024-01-01,signup,partner,u0088,0.0
e0000374,2024-01-01T03:06:56,2024-01-01,purchase,mobile,u0421,51.94
e0000307,2024-01-01T03:09:15,2024-01-01,signup,web,u0472,0.0
e0000286,2024-01-01T03:09:57,2024-01-01,signup,partner,u0050,0.0
e0000550,2024-01-01T03:16:15,2024-01-01,purchase,mobile,u0236,61.55
e0000312,2024-01-01T03:17:48,2024-01-01,support_ticket,mobile,u0301,0.0
e0000122,2024-01-01T03:18:28,2024-01-01,purchase,api,u0217,69.53
e0000276,2024-01-01T03:23:20,2024-01-01,purchase,mobile,u0288,46.99
e0000329,2024-01-01T03:25:59,2024-01-01,purchase,partner,u0140,36.09
e0000227,2024-01-01T03:38:17,2024-01-01,purchase,partner,u0434,17.93
e0000238,2024-01-01T03:39:19,2024-01-01,purchase,web,u0499,42.52
e0000234,2024-01-01T03:39:54,2024-01-01,purchase,mobile,u0217,70.37
e0000223,2024-01-01T03:44:04,2024-01-01,purchase,partner,u0196,52.48
e0000305,2024-01-01T03:45:07,2024-01-01,support_ticket,mobile,u0368,0.0
e0000509,2024-01-01T03:45:22,2024-01-01,purchase,partner,u0132,83.57
e0000343,2024-01-01T03:46:21,2024-01-01,signup,api,u0434,0.0
e0000495,2024-01-01T03:53:26,2024-01-01,purchase,partner,u0080,42.21
e0000146,2024-01-01T03:54:26,2024-01-01,support_ticket,web,u0057,0.0
e0000340,2024-01-01T03:54:45,2024-01-01,refund,web,u0208,-23.34
e0000175,2024-01-01T03:59:22,2024-01-01,signup,api,u0104,0.0
e0000260,2024-01-01T04:01:45,2024-01-01,signup,web,u0018,0.0
e0000167,2024-01-01T04:06:26,2024-01-01,support_ticket,mobile,u0067,0.0
e0000125,2024-01-01T04:10:25,2024-01-01,signup,partner,u0317,0.0
e0000409,2024-01-01T04:14:04,2024-01-01,signup,mobile,u0251,0.0
e0000439,2024-01-01T04:15:25,2024-01-01,signup,web,u0201,0.0
e0000295,2024-01-01T04:15:57,2024-01-01,support_ticket,mobile,u0328,0.0
e0000304,2024-01-01T04:17:23,2024-01-01,purchase,web,u0382,18.5
e0000350,2024-01-01T04:17:32,2024-01-01,purchase,mobile,u0491,45.26
e0000328,2024-01-01T04:18:08,2024-01-01,purchase,partner,u0470,86.87
e0000384,2024-01-01T04:28:02,2024-01-01,purchase,mobile,u0170,46.61
e0000191,2024-01-01T04:28:24,2024-01-01,signup,partner,u0439,0.0
e0000164,2024-01-01T04:28:31,2024-01-01,purchase,mobile,u0085,69.78
e0000048,2024-01-01T04:30:51,2024-01-01,support_ticket,partner,u0303,0.0
e0000402,2024-01-01T04:33:50,2024-01-01,support_ticket,web,u0351,0.0
e0000165,2024-01-01T04:34:05,2024-01-01,signup,web,u0220,0.0
e0000420,2024-01-01T04:35:14,2024-01-01,purchase,web,u0179,49.9
e0000341,2024-01-01T04:35:32,2024-01-01,refund,web,u0358,-12.22
e0000157,2024-01-01T04:40:15,2024-01-01,purchase,mobile,u0482,76.47
e0000160,2024-01-01T04:41:30,2024-01-01,refund,partner,u0316,-14.19
e0000078,2024-01-01T04:45:54,2024-01-01,purchase,mobile,u0456,73.31
e0000429,2024-01-01T04:46:17,2024-01-01,support_ticket,partner,u0266,0.0
e0000086,2024-01-01T04:48:45,2024-01-01,signup,mobile,u0045,0.0
e0000303,2024-01-01T04:50:03,2024-01-01,signup,partner,u0286,0.0
e0000565,2024-01-01T04:54:14,2024-01-01,purchase,partner,u0122,20.42
e0000053,2024-01-01T04:58:08,2024-01-01,purchase,mobile,u0109,83.03
e0000568,2024-01-01T05:03:19,2024-01-01,purchase,mobile,u0359,77.73
e0000310,2024-01-01T05:04:13,2024-01-01,purchase,mobile,u0249,88.97
e0000005,2024-01-01T05:06:07,2024-01-01,support_ticket,api,u0289,0.0
e0000449,2024-01-01T05:09:50,2024-01-01,purchase,api,u0216,51.34
e0000489,2024-01-01T05:10:44,2024-01-01,purchase,web,u0205,83.57
e0000512,2024-01-01T05:12:33,2024-01-01,support_ticket,api,u0223,0.0
e0000373,2024-01-01T05:18:01,2024-01-01,signup,web,u0481,0.0
e0000077,2024-01-01T05:18:34,2024-01-01,purchase,web,u0263,47.36
e0000092,2024-01-01T05:21:01,2024-01-01,purchase,partner,u0477,88.44
e0000255,2024-01-01T05:21:47,2024-01-01,purchase,web,u0409,62.57
e0000398,2024-01-01T05:22:40,2024-01-01,signup,mobile,u0249,0.0
e0000185,2024-01-01T05:25:10,2024-01-01,purchase,web,u0117,40.15
e0000019,2024-01-01T05:31:26,2024-01-01,signup,partner,u0130,0.0
e0000063,2024-01-01T05:32:12,2024-01-01,signup,api,u0001,0.0
e0000151,2024-01-01T05:33:44,2024-01-01,purchase,api,u0410,26.65
e0000519,2024-01-01T05:34:12,2024-01-01,signup,web,u0019,0.0
e0000102,2024-01-01T05:43:26,2024-01-01,signup,mobile,u0144,0.0
e0000014,2024-01-01T05:43:33,2024-01-01,support_ticket,partner,u0372,0.0
e0000539,2024-01-01T05:46:10,2024-01-01,purchase,mobile,u0432,59.49
e0000291,2024-01-01T06:00:36,2024-01-01,purchase,api,u0300,64.22
e0000476,2024-01-01T06:01:47,2024-01-01,support_ticket,partner,u0479,0.0
e0000428,2024-01-01T06:03:02,2024-01-01,purchase,api,u0014,86.47
e0000405,2024-01-01T06:05:09,2024-01-01,support_ticket,web,u0121,0.0
e0000369,2024-01-01T06:06:39,2024-01-01,signup,mobile,u0410,0.0
e0000200,2024-01-01T06:08:29,2024-01-01,purchase,mobile,u0283,38.57
e0000488,2024-01-01T06:10:22,2024-01-01,support_ticket,partner,u0131,0.0
e0000150,2024-01-01T06:10:29,2024-01-01,purchase,partner,u0164,67.1
e0000392,2024-01-01T06:12:02,2024-01-01,purchase,api,u0257,40.03
e0000474,2024-01-01T06:13:23,2024-01-01,support_ticket,web,u0399,0.0
e0000138,2024-01-01T06:13:55,2024-01-01,purchase,api,u0015,65.98
e0000082,2024-01-01T06:16:14,2024-01-01,purchase,mobile,u0357,45.47
e0000337,2024-01-01T06:20:27,2024-01-01,signup,partner,u0227,0.0
e0000089,2024-01-01T06:25:48,2024-01-01,purchase,partner,u0232,72.18
e0000046,2024-01-01T06:26:18,2024-01-01,purchase,mobile,u0200,54.68
e0000518,2024-01-01T06:28:42,2024-01-01,signup,api,u0198,0.0
e0000471,2024-01-01T06:31:14,2024-01-01,purchase,web,u0429,52.38
e0000091,2024-01-01T06:32:15,2024-01-01,purchase,web,u0488,48.36
e0000530,2024-01-01T06:32:55,2024-01-01,signup,api,u0093,0.0
e0000332,2024-01-01T06:34:06,2024-01-01,purchase,web,u0306,50.44
e0000206,2024-01-01T06:34:23,2024-01-01,purchase,api,u0176,79.53
e0000442,2024-01-01T06:36:10,2024-01-01,support_ticket,web,u0465,0.0
e0000277,2024-01-01T06:40:29,2024-01-01,refund,mobile,u0265,-53.47
e0000542,2024-01-01T06:45:01,2024-01-01,purchase,mobile,u0329,56.08
e0000499,2024-01-01T06:45:29,2024-01-01,signup,partner,u0485,0.0
e0000022,2024-01-01T06:49:21,2024-01-01,support_ticket,partner,u0485,0.0
e0000338,2024-01-01T06:52:50,2024-01-01,signup,api,u0177,0.0
e0000502,2024-01-01T06:53:06,2024-01-01,signup,api,u0146,0.0
e0000316,2024-01-01T06:53:20,2024-01-01,purchase,web,u0019,37.57
e0000313,2024-01-01T06:56:41,2024-01-01,purchase,web,u0191,34.3
e0000357,2024-01-01T06:57:43,2024-01-01,signup,api,u0330,0.0
e0000544,2024-01-01T06:59:06,2024-01-01,purchase,partner,u0091,52.3
e0000212,2024-01-01T07:01:12,2024-01-01,purchase,api,u0137,62.07
e0000351,2024-01-01T07:02:21,2024-01-01,purchase,api,u0248,59.72
e0000028,2024-01-01T07:06:13,2024-01-01,support_ticket,partner,u0331,0.0
e0000143,2024-01-01T07:07:47,2024-01-01,purchase,web,u0488,71.82
e0000289,2024-01-01T07:08:35,2024-01-01,signup,web,u0432,0.0
e0000250,2024-01-01T07:09:01,2024-01-01,purchase,partner,u0345,84.13
e0000523,2024-01-01T07:10:59,2024-01-01,support_ticket,partner,u0292,0.0
e0000256,2024-01-01T07:16:03,2024-01-01,purchase,mobile,u0265,48.44
e0000327,2024-01-01T07:20:00,2024-01-01,support_ticket,mobile,u0013,0.0
e0000259,2024-01-01T07:21:32,2024-01-01,support_ticket,api,u0497,0.0
e0000515,2024-01-01T07:23:31,2024-01-01,purchase,mobile,u0359,59.13
e0000455,2024-01-01T07:24:33,2024-01-01,purchase,mobile,u0340,80.52
e0000364,2024-01-01T07:25:32,2024-01-01,support_ticket,api,u0095,0.0
e0000034,2024-01-01T07:25:57,2024-01-01,purchase,mobile,u0295,44.55
e0000521,2024-01-01T07:28:40,2024-01-01,signup,api,u0267,0.0
e0000173,2024-01-01T07:28:51,2024-01-01,purchase,mobile,u0090,83.42
e0000139,2024-01-01T07:29:16,2024-01-01,signup,mobile,u0447,0.0
e0000058,2024-01-01T07:30:33,2024-01-01,purchase,api,u0139,48.92
e0000333,2024-01-01T07:37:13,2024-01-01,purchase,partner,u0187,39.35
e0000477,2024-01-01T07:37:50,2024-01-01,support_ticket,partner,u0216,0.0
e0000067,2024-01-01T07:39:01,2024-01-01,support_ticket,mobile,u0282,0.0
e0000068,2024-01-01T07:39:05,2024-01-01,refund,web,u0096,-33.82
e0000470,2024-01-01T07:41:12,2024-01-01,signup,partner,u0001,0.0
e0000353,2024-01-01T07:45:38,2024-01-01,purchase,mobile,u0068,39.15
e0000331,2024-01-01T07:47:41,2024-01-01,purchase,partner,u0184,47.49
e0000564,2024-01-01T07:49:15,2024-01-01,purchase,api,u0121,37.5
e0000386,2024-01-01T07:49:39,2024-01-01,purchase,web,u0005,57.38
e0000493,2024-01-01T07:49:56,2024-01-01,support_ticket,web,u0424,0.0
e0000128,2024-01-01T07:50:53,2024-01-01,support_ticket,api,u0286,0.0
e0000503,2024-01-01T07:53:53,2024-01-01,purchase,mobile,u0327,67.16
e0000473,2024-01-01T07:54:23,2024-01-01,support_ticket,partner,u0366,0.0
e0000346,2024-01-01T07:58:58,2024-01-01,purchase,mobile,u0371,51.66
e0000422,2024-01-01T08:14:36,2024-01-01,purchase,partner,u0456,65.52
e0000457,2024-01-01T08:16:42,2024-01-01,support_ticket,partner,u0325,0.0
e0000516,2024-01-01T08:19:49,2024-01-01,support_ticket,partner,u0406,0.0
e0000265,2024-01-01T08:20:23,2024-01-01,signup,mobile,u0377,0.0
e0000084,2024-01-01T08:26:52,2024-01-01,support_ticket,api,u0481,0.0
e0000142,2024-01-01T08:28:09,2024-01-01,support_ticket,api,u0321,0.0
e0000072,2024-01-01T08:29:54,2024-01-01,purchase,web,u0454,17.34
e0000368,2024-01-01T08:30:19,2024-01-01,purchase,api,u0431,59.09
e0000010,2024-01-01T08:33:59,2024-01-01,purchase,api,u0062,89.59
e0000336,2024-01-01T08:37:05,2024-01-01,signup,partner,u0399,0.0
e0000131,2024-01-01T08:38:16,2024-01-01,support_ticket,web,u0478,0.0
e0000124,2024-01-01T08:38:21,2024-01-01,purchase,web,u0045,80.44
e0000496,2024-01-01T08:39:10,2024-01-01,purchase,api,u0294,46.81
e0000266,2024-01-01T08:39:54,2024-01-01,purchase,web,u0222,61.47
e0000261,2024-01-01T08:44:17,2024-01-01,purchase,web,u0277,20.75
e0000468,2024-01-01T08:47:07,2024-01-01,support_ticket,web,u0391,0.0
e0000431,2024-01-01T08:52:42,2024-01-01,purchase,mobile,u0106,24.11
e0000400,2024-01-01T08:56:22,2024-01-01,signup,api,u0123,0.0
e0000197,2024-01-01T08:59:39,2024-01-01,support_ticket,partner,u0468,0.0
e0000169,2024-01-01T09:01:13,2024-01-01,purchase,partner,u0358,72.95
e0000410,2024-01-01T09:02:41,2024-01-01,purchase,web,u0456,31.94
e0000484,2024-01-01T09:06:09,2024-01-01,signup,mobile,u0160,0.0
e0000132,2024-01-01T09:12:16,2024-01-01,support_ticket,partner,u0441,0.0
e0000296,2024-01-01T09:13:02,2024-01-01,refund,partner,u0014,-18.51
e0000545,2024-01-01T09:16:14,2024-01-01,purchase,web,u0224,40.34
e0000037,2024-01-01T09:16:19,2024-01-01,purchase,web,u0408,21.1
e0000208,2024-01-01T09:23:52,2024-01-01,signup,web,u0126,0.0
e0000382,2024-01-01T09:25:23,2024-01-01,refund,api,u0095,-22.09
e0000330,2024-01-01T09:26:32,2024-01-01,signup,api,u0014,0.0
e0000324,2024-01-01T09:30:40,2024-01-01,purchase,api,u0248,64.37
e0000178,2024-01-01T09:35:34,2024-01-01,purchase,api,u0350,77.29
e0000480,2024-01-01T09:35:36,2024-01-01,support_ticket,partner,u0351,0.0
e0000002,2024-01-01T09:35:49,2024-01-01,support_ticket,web,u0169,0.0
e0000570,2024-01-01T09:36:44,2024-01-01,signup,partner,u0397,0.0
e0000298,2024-01-01T09:39:17,2024-01-01,support_ticket,web,u0030,0.0
e0000257,2024-01-01T09:42:45,2024-01-01,support_ticket,api,u0017,0.0
e0000103,2024-01-01T09:46:40,2024-01-01,purchase,web,u0242,81.19
e0000066,2024-01-01T09:50:20,2024-01-01,purchase,partner,u0461,49.29
e0000199,2024-01-01T09:50:40,2024-01-01,purchase,partner,u0048,38.44
e0000284,2024-01-01T09:52:05,2024-01-01,support_ticket,partner,u0002,0.0
e0000527,2024-01-01T09:57:09,2024-01-01,signup,api,u0161,0.0
e0000553,2024-01-01T09:58:43,2024-01-01,signup,mobile,u0349,0.0
e0000133,2024-01-01T09:59:00,2024-01-01,refund,mobile,u0446,-14.94
e0000176,2024-01-01T09:59:35,2024-01-01,purchase,mobile,u0371,69.71
e0000390,2024-01-01T10:00:49,2024-01-01,signup,api,u0477,0.0
e0000534,2024-01-01T10:02:20,2024-01-01,refund,mobile,u0406,-29.45
e0000394,2024-01-01T10:06:33,2024-01-01,purchase,web,u0214,67.95
e0000251,2024-01-01T10:07:30,2024-01-01,purchase,mobile,u0317,42.1
e0000492,2024-01-01T10:08:29,2024-01-01,signup,api,u0243,0.0
e0000452,2024-01-01T10:11:01,2024-01-01,purchase,partner,u0085,47.24
e0000263,2024-01-01T10:11:41,2024-01-01,signup,mobile,u0118,0.0
e0000264,2024-01-01T10:12:33,2024-01-01,signup,api,u0403,0.0
e0000224,2024-01-01T10:16:23,2024-01-01,support_ticket,web,u0051,0.0
e0000450,2024-01-01T10:18:35,2024-01-01,support_ticket,web,u0147,0.0
e0000407,2024-01-01T10:22:36,2024-01-01,purchase,mobile,u0239,49.58
e0000380,2024-01-01T10:22:38,2024-01-01,support_ticket,mobile,u0420,0.0
e0000172,2024-01-01T10:26:02,2024-01-01,purchase,mobile,u0346,53.47
e0000318,2024-01-01T10:28:19,2024-01-01,signup,mobile,u0345,0.0
e0000136,2024-01-01T10:30:13,2024-01-01,support_ticket,api,u0358,0.0
e0000437,2024-01-01T10:30:37,2024-01-01,signup,web,u0024,0.0
e0000226,2024-01-01T10:34:35,2024-01-01,support_ticket,mobile,u0026,0.0
e0000391,2024-01-01T10:35:12,2024-01-01,purchase,api,u0444,58.96
e0000487,2024-01-01T10:39:04,2024-01-01,purchase,web,u0339,65.26
e0000347,2024-01-01T10:41:34,2024-01-01,purchase,api,u0165,80.68
e0000114,2024-01-01T10:42:39,2024-01-01,purchase,partner,u0466,52.64
e0000451,2024-01-01T10:44:08,2024-01-01,support_ticket,api,u0396,0.0
e0000117,2024-01-01T10:46:21,2024-01-01,signup,partner,u0186,0.0
e0000507,2024-01-01T10:49:56,2024-01-01,purchase,mobile,u0414,86.0
e0000375,2024-01-01T10:50:17,2024-01-01,purchase,web,u0029,32.46
e0000549,2024-01-01T10:50:47,2024-01-01,purchase,web,u0060,63.13
e0000349,2024-01-01T10:56:08,2024-01-01,support_ticket,partner,u0236,0.0
e0000335,2024-01-01T10:56:27,2024-01-01,signup,partner,u0250,0.0
e0000270,2024-01-01T10:57:50,2024-01-01,purchase,web,u0067,68.38
e0000501,2024-01-01T10:58:07,2024-01-01,purchase,web,u0137,86.83
e0000557,2024-01-01T11:02:42,2024-01-01,support_ticket,partner,u0300,0.0
e0000430,2024-01-01T11:03:38,2024-01-01,signup,mobile,u0426,0.0
e0000393,2024-01-01T11:12:32,2024-01-01,purchase,api,u0230,51.55
e0000388,2024-01-01T11:13:31,2024-01-01,purchase,web,u0181,55.83
e0000194,2024-01-01T11:13:53,2024-01-01,support_ticket,web,u0029,0.0
e0000446,2024-01-01T11:17:30,2024-01-01,support_ticket,mobile,u0048,0.0
e0000108,2024-01-01T11:17:44,2024-01-01,support_ticket,mobile,u0344,0.0
e0000171,2024-01-01T11:24:46,2024-01-01,purchase,web,u0014,75.88
e0000462,2024-01-01T11:25:03,2024-01-01,support_ticket,mobile,u0151,0.0
e0000288,2024-01-01T11:28:21,2024-01-01,signup,web,u0287,0.0
e0000448,2024-01-01T11:28:35,2024-01-01,signup,mobile,u0174,0.0
e0000547,2024-01-01T11:28:52,2024-01-01,support_ticket,partner,u0190,0.0
e0000401,2024-01-01T11:28:56,2024-01-01,signup,web,u0085,0.0
e0000070,2024-01-01T11:29:09,2024-01-01,purchase,api,u0423,45.71
e0000344,2024-01-01T11:33:05,2024-01-01,support_ticket,partner,u0333,0.0
e0000389,2024-01-01T11:37:32,2024-01-01,purchase,partner,u0072,26.03
e0000417,2024-01-01T11:39:43,2024-01-01,purchase,partner,u0363,50.96
e0000184,2024-01-01T11:41:07,2024-01-01,purchase,partner,u0233,63.25
e0000299,2024-01-01T11:43:18,2024-01-01,purchase,api,u0190,62.68
e0000231,2024-01-01T11:44:10,2024-01-01,support_ticket,web,u0418,0.0
e0000466,2024-01-01T11:51:28,2024-01-01,purchase,partner,u0143,85.11
e0000395,2024-01-01T11:54:36,2024-01-01,support_ticket,api,u0063,0.0
e0000475,2024-01-01T11:56:01,2024-01-01,support_ticket,mobile,u0419,0.0
e0000135,2024-01-01T11:58:13,2024-01-01,purchase,mobile,u0011,49.94
e0000129,2024-01-01T12:02:28,2024-01-01,support_ticket,mobile,u0295,0.0
e0000024,2024-01-01T12:14:11,2024-01-01,purchase,mobile,u0165,50.45
e0000228,2024-01-01T12:19:24,2024-01-01,purchase,mobile,u0068,64.29
e0000441,2024-01-01T12:19:32,2024-01-01,signup,api,u0477,0.0
e0000203,2024-01-01T12:24:53,2024-01-01,refund,web,u0154,-22.62
e0000415,2024-01-01T12:27:57,2024-01-01,refund,web,u0383,-46.45
e0000485,2024-01-01T12:28:50,2024-01-01,signup,api,u0491,0.0
e0000004,2024-01-01T12:29:57,2024-01-01,signup,web,u0010,0.0
e0000030,2024-01-01T12:32:09,2024-01-01,support_ticket,web,u0451,0.0
e0000107,2024-01-01T12:38:47,2024-01-01,signup,api,u0412,0.0
e0000241,2024-01-01T12:42:55,2024-01-01,purchase,api,u0287,50.21
e0000385,2024-01-01T12:43:49,2024-01-01,signup,api,u0226,0.0
e0000325,2024-01-01T12:46:28,2024-01-01,purchase,web,u0088,42.78
e0000209,2024-01-01T12:50:47,2024-01-01,purchase,api,u0314,37.26
e0000399,2024-01-01T12:59:00,2024-01-01,purchase,api,u0288,52.11
e0000463,2024-01-01T13:03:24,2024-01-01,refund,web,u0319,-25.28
e0000149,2024-01-01T13:04:10,2024-01-01,purchase,web,u0217,23.29
e0000099,2024-01-01T13:05:24,2024-01-01,purchase,partner,u0133,19.14
e0000283,2024-01-01T13:07:45,2024-01-01,refund,mobile,u0205,-31.33
e0000186,2024-01-01T13:10:02,2024-01-01,purchase,api,u0374,83.3
e0000376,2024-01-01T13:10:46,2024-01-01,refund,api,u0004,-53.99
e0000558,2024-01-01T13:11:28,2024-01-01,signup,mobile,u0449,0.0
e0000302,2024-01-01T13:12:49,2024-01-01,signup,partner,u0099,0.0
e0000130,2024-01-01T13:13:18,2024-01-01,support_ticket,partner,u0399,0.0
e0000440,2024-01-01T13:15:41,2024-01-01,purchase,api,u0072,16.23
e0000222,2024-01-01T13:16:40,2024-01-01,purchase,partner,u0084,34.22
e0000156,2024-01-01T13:26:54,2024-01-01,purchase,mobile,u0466,63.71
e0000039,2024-01-01T13:33:24,2024-01-01,purchase,partner,u0234,54.55
e0000219,2024-01-01T13:33:54,2024-01-01,support_ticket,api,u0315,0.0
e0000043,2024-01-01T13:39:05,2024-01-01,support_ticket,partner,u0223,0.0
e0000115,2024-01-01T13:40:22,2024-01-01,support_ticket,partner,u0064,0.0
e0000397,2024-01-01T13:48:37,2024-01-01,purchase,partner,u0159,87.53
e0000517,2024-01-01T13:49:54,2024-01-01,purchase,api,u0406,82.25
e0000342,2024-01-01T13:51:34,2024-01-01,purchase,partner,u0444,29.95
e0000535,2024-01-01T13:51:50,2024-01-01,signup,mobile,u0155,0.0
e0000009,2024-01-01T13:53:52,2024-01-01,support_ticket,partner,u0477,0.0
e0000065,2024-01-01T14:00:13,2024-01-01,purchase,web,u0231,29.52
e0000052,2024-01-01T14:05:27,2024-01-01,purchase,mobile,u0420,19.05
e0000109,2024-01-01T14:09:13,2024-01-01,purchase,mobile,u0376,36.89
e0000168,2024-01-01T14:10:18,2024-01-01,support_ticket,api,u0344,0.0
e0000274,2024-01-01T14:12:42,2024-01-01,purchase,web,u0181,40.75
e0000174,2024-01-01T14:12:47,2024-01-01,purchase,partner,u0479,67.78
e0000533,2024-01-01T14:14:45,2024-01-01,signup,web,u0424,0.0
e0000054,2024-01-01T14:19:49,2024-01-01,refund,web,u0443,-35.15
e0000315,2024-01-01T14:20:59,2024-01-01,signup,partner,u0300,0.0
e0000188,2024-01-01T14:23:22,2024-01-01,purchase,api,u0108,24.6
e0000021,2024-01-01T14:24:02,2024-01-01,purchase,mobile,u0354,62.04
e0000215,2024-01-01T14:25:14,2024-01-01,support_ticket,mobile,u0409,0.0
e0000181,2024-01-01T14:25:16,2024-01-01,purchase,mobile,u0068,80.5
e0000243,2024-01-01T14:25:40,2024-01-01,signup,api,u0281,0.0
e0000425,2024-01-01T14:26:11,2024-01-01,signup,web,u0361,0.0
